df,opt_left,Grup,Ind1,Ind2,Magnitud_Ind1_Grup,Magnitud_Grup_Ind2,Magnitud_Ind1_Ind2,Cambio_postura_Ind1_Grup,Cambio_postura_Grup_Ind2,Cambio_postura_Ind1_Ind2,Nivel_Ind1_Grup,Nivel_Grup_Ind2,Nivel_Ind1_Ind2,Direccion_Ind1_Grup,Direccion_Grup_Ind2,Direccion_Ind1_Ind2,Comentario - Ind1 - Diferencial 1,Comentario - Ind1 - Diferencial 2,Comentario - Grup - Diferencial 1,Comentario - Grup - Diferencial 2,Comentario - Ind2 - Diferencial 1,Comentario - Ind2 - Diferencial 2,agno,seccion
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,2,1,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"es mejor eso debido a que se tiene un control a nivel nacional, pero apesar de que hay un ingreso constante de inmigrantes se presenta el problema, pero lo principal es el hecho deresguardar a la nacion lo cual es lo primordial",se podra tener una mayor identificacion de la enfermedad teniendo la posiblidad de poder detectar la enfermedad teniendo mayor un control a la enfermedad teniendo un mayor enfasis para detectar la enfermedad y poder tener un control de la enfermedad,"es mejor eso debido a que se tiene un control a nivel nacional, pero apesar de que hay un ingreso constante de inmigrantes se presenta el problema, pero lo principal es el hecho de resguardar a la nacion lo cual es lo primordial","se podra tener una mayor identificacion de la enfermedad teniendo la posiblidad de poder detectar la enfermedad , obteniendose un  mayor  control a la enfermedad teniendo un mayor enfasis para detectar la enfermedad y poder tener un control de la enfermedad, ademas si se tiene a  ambos equilibriados se podrian complementar ambos logaritmos, teniendo una mayor eficacia.","es mejor eso debido a que se tiene un control a nivel nacional, pero apesar de que hay un ingreso constante de inmigrantes se presenta el problema, pero lo principal es el hecho de resguardar a la nacion lo cual es lo primordial","se podra tener una mayor identificacion de la enfermedad teniendo la posiblidad de poder detectar la enfermedad , obteniendose un mayor control a la enfermedad teniendo un mayor enfasis para detectar la enfermedad y poder tener un control de la enfermedad, ademas si se tiene a ambos equilibriados se podrian complementar ambos logaritmos, teniendo una mayor eficacia.",2024,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"El algoritmo X se debería escoger ya que me parece que lo más  importante es obtener un resultado certero sobre la presencia de una enfermedad ya que si se hacen tratamientos a personas que no presentan esta enfermedad pueden tener daños a la salud que previamente no tenían, entonces los resultados que de el algoritmo de la gente que no es migrante sería certero en cambio el algoritmo y habría un margen de error para todos y si evitamos ocupar el algoritmo x en migrantes y buscamos otro para esas personas eso haría que todos los resultados sean certeros.","El algoritmo w ya que siento que es más importante la exactitud y la explicabilidad si bien es importante gracias a la tecnología de hoy en día tal vez facilitaría el método de buscar una traducción al algoritmo, pero todas las respuestas serían certeras.","Ya que si consideramos la población y a la poblacion de riesgo, abordamos mayor exactitud y mayor personas detectadas con la enfermedad, además podemos no ocupar en gente migrante y las respuestas que de él algoritmo serían certeras y habría un margen de error mucho menor siendo menos gente afectada.","Ya Que es importante tanto la exactitud y la explicabilidad ya que si falla alguna de ellas habría consecuencias importantes hacia las personas. Por ejemplo al tener menor exactitud pueden haber muchas equivocaciones sometiendo a gente que no presenta una enfermedad a un tratamiento el cual puede traer problemas de salud u otras complicaciones, pero si no se puede traducir las respuestas del algoritmo sería complicado explicar los resultados y no habrían resultados de por si.","Ya que si consideramos la población y a la poblacion de riesgo, abordamos mayor exactitud y mayor personas detectadas con la enfermedad, además podemos no ocupar en gente migrante y las respuestas que de él algoritmo serían certeras y habría un margen de error mucho menor siendo menos gente afectada.","Ya que es importante tanto la exactitud y la explicabilidad porque si falla alguna de ellas habría consecuencias importantes hacia las personas. Por ejemplo al tener menor exactitud pueden haber muchas equivocaciones sometiendo a gente que no presenta una enfermedad a un tratamiento el cual puede traer problemas de salud u otras complicaciones, pero si no se puede traducir las respuestas del algoritmo sería complicado explicar los resultados y no habrían resultados de por si.",2024,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,2,1,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Creo seria mejor un menor error, debido a que esto ayuda a mas personas, aunque estas sean de solo una nacionalidad, al elegir esto significa que el algoritmo puede ayudar a que más personas sepan que tienen esa enfermedad para así poder tratarla.","Preferiría mayo exactitud, aunque el algoritmo no me pueda explicar el porqué, me puede ayudar a saber que si la tengo y así poder ir a otra parte y preguntar por qué lo tengo y como lo puedo tratar, para poder sanarme","creo que es mejor la opción x debido a que es menos error detectado en promedio y asi puede ayudar a mas personas, sin importar que nacionalidad sean, para que estos puedan pedir ayuda luego y asi poder trarar su enfermedad.","prefiero que haya mayor exactitud para saber que si tengo la enfermedad y que esto sea verdad, y después ir a tratármelo a otra parte y que me lo puedan explicar mejor y vean que se tiene que hacer para tratar la enfermedad","prefiero x, porque así el algoritmo ayuda a mas personas, aunque estas sean solo de una nacionalidad, mas personas podrán saber que tienen dicha enfermedad y asi podría salvar a mas personas, para que ellas detecten su enfermedad tempranamente y pueda ser tratada","prefiero que sea mayor exactitud, asi poder tratar la enfermedad e ir a otra parte a que esta sea vista para poder sanarla, y en este lugar nuevo me puedan dar una mejor explicación y un mejor tratamiento para la enfermedad",2024,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"El algoritmo que se deberia  escoger segun mi opinion es el que tiene menor  error detectando la enfermedad en promedio pero que tiene un mayor error detectando la enfermedad en la poblacion migrante, esto debido a que se podria ayudar a una cantidad mas grande de gente",El algoritmo que se deberia escoger es el que presenta una mayor cantidad exactitud y una menor cantidad de explicabilidad ya que escogiendo esta opcion se tendria una mayor cantidad de tiempo para empezar diferentes tipos de tratamiento a las personas que se les detecto la enfermedad,"El algoritmo que se deberia escoger segun mi opinion es el que tiene menor error detectando la enfermedad en promedio pero que tiene un mayor error detectando la enfermedad en la poblacion migrante, esto debido a que se podria ayudar a una cantidad mas grande de gente","se deberia escoger el algoritmo que presenta una mayor exactitud pero una menor explicatibilidad, para que asi todas las personas que tengan la enfermedad, sean diagnosticada de la manera mas temprana posible y asi ser redirigidas a examenes que den mas informacion","El algoritmo que se deberia escoger segun mi opinion es el que tiene menor error detectando la enfermedad en promedio pero que tiene un mayor error detectando la enfermedad en la poblacion migrante, esto debido a que se podria ayudar a una cantidad mas grande de gente","se deberia escoger el algoritmo que presenta una mayor exactitud pero una menor explicatibilidad, para que asi todas las personas que tengan la enfermedad, sean diagnosticada de la manera mas temprana posible y asi ser redirigidas a examenes que den mas informacion y recibir su tratamiento correspondiente",2024,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Al fin y al cabo, somos todos parte de un mismo país en el cual trabajamos juntos por su progreso. Por lo cual, no correspondería tener menor error para detectar la enfermedad solamente para una parte de la población, lo cual vendría siendo una discriminación hacia la gente que no tiene nacionalidad chilena.","Con una mayor exactitud en una tuberculosis, podríamos saber con más certeza sobre una tuberculosis temprana en la gente, la cual se puede tratar con métodos ya conocidos y explorados científicamente, para luego evitar su desarrollo en el cuerpo de la persona.","Se debería otorgar preferencia al algoritmo X, ya que mientras menor error haya en la detección de la enfermedad, mayores resultados se pueden dar a partir de este algoritmo. Al contrario, si es que nos quedamos con el algoritmo Y, habría una mayor igualdad para cada persona del país sin importar su nacionalidad, pero, habría una mayor tasa de error en la detección de la enfermedad, la cual no asegura una respuesta segura del algoritmo sobre la enfermedad.","Se le debería otorgar una mayor exactitud y menor explicabilidad, ya que con una mayor exactitud en una tuberculosis, podríamos saber con más certeza sobre una tuberculosis temprana en la gente, la cual se puede tratar con métodos ya conocidos y explorados científicamente, para luego evitar el desarrollo de la enfermedad en el cuerpo de la persona.","Se debería otorgar preferencia al algoritmo X, ya que mientras menor error haya en la detección de la enfermedad, mayores resultados se pueden dar a partir de este algoritmo. Al contrario, si es que nos quedamos con el algoritmo Y, habría una mayor igualdad para cada persona del país sin importar su nacionalidad, pero, habría una mayor tasa de error en la detección de la enfermedad, la cual no asegura una respuesta segura del algoritmo sobre la enfermedad.","Se le debería otorgar una mayor exactitud y menor explicabilidad, ya que con una mayor exactitud en una tuberculosis, podríamos saber con más certeza sobre una tuberculosis temprana en la gente, la cual se puede tratar con métodos ya conocidos y explorados científicamente, para luego evitar el desarrollo de la enfermedad en el cuerpo de la persona.",2024,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,2,0,1,1,0,0,0,Se mantiene,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Considero que debería escogerse un algoritmo como el Y, ya que este sistema presenta una precisión de forma generalizada para toda la población, siendo de esta manera mucho más justa tanto para las personas migrantes como para las que no lo son.","me parece que se debería escoger el algoritmo W, ya que este presenta una mayor exactitud, y por lo tanto es más eficiente en su función principal, que es poder detectar tempranamente la enfermedad en cuestión. Pondero que esto es más importante por sobre la explicabilidad del algoritmo.","Es mejor considerar un menor error en la detección para el promedio, ya que un aumento en la tasa de error representaría una situación grave y compleja para la población en general. Aunque tampoco es optimio ni equitativo que los migrantes tengan una peor tasa de precisión en la detección.","me parece que se debería escoger el algoritmo W, ya que este presenta una mayor exactitud, y por lo tanto es más eficiente en su función principal, que es poder detectar tempranamente la enfermedad en cuestión. Creo que es mejor privilegiar la exactitud por sobre la explicabilidad.","Considero que es importante tener un promedio alto en el nivel de precisión, pero también considero que este debe ser un algoritmo justo y generalizado para toda la población, por tanto también se debe considerar la menor precisión en la población migrante.","me parece que se debería escoger el algoritmo W, ya que este presenta una mayor exactitud, y por lo tanto es más eficiente en su función principal, que es poder detectar tempranamente la enfermedad en cuestión. Considero que es mejor privilegiar la exactitud por sobre la explicabilidad..",2024,2
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,3,1,2,0,2,0,0,0,Cambio moderado,Se mantiene,Cambio moderado,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Se considera que la principal función del algoritmo es la detección de la tuberculosis, por lo tanto, la prioridad debiese ser la correcta y eficiente detección de esta. De nada nos sirve que falle el algoritmo para todas las personas en vez de solo a unos pocos","Como el proposito es la detección de la enfermedad, la prioridad debiese ser poder detectarla bien, además, parte del trabajo de la empresa debiese ser poder entender y analizar los algoritmos empleados para la realización del estudio respecto a la tuberculosis.","Se considera que la principal función del algoritmo es la detección de la tuberculosis, por lo tanto, la prioridad debiese ser la correcta y eficiente detección de esta. De nada nos sirve que falle el algoritmo para todas las personas en vez de solo a unos pocos","Como el proposito es la detección de la enfermedad, la prioridad debiese ser poder detectarla bien, además, parte del trabajo de la empresa debiese ser poder entender y analizar los algoritmos empleados para la realización del estudio respecto a la tuberculosis.","Se considera que la principal función del algoritmo es la detección de la tuberculosis, por lo tanto, la prioridad debiese ser la correcta y eficiente detección de esta. De nada nos sirve que falle el algoritmo para todas las personas en vez de solo a unos pocos","Como el proposito es la detección de la enfermedad, la prioridad debiese ser poder detectarla bien, además, parte del trabajo de la empresa debiese ser poder entender y analizar los algoritmos empleados para la realización del estudio respecto a la tuberculosis.",2024,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,2,2,1,1,0,0,0,0,Cambio pequeño,Cambio pequeño,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Se debería escoger el algoritmo X pues  considero que al optar por este hay un menor error al detectar la enfermedad promedio, lo cual es considerablemente importante pues en el caso de los adultos mayores que son la población de riesgo, es importante detectar si la tienen o no pues podrían morir, mientras que si bien esta el caso de mayor error para la población migrante, es mas importante detectarlo mas precision para la población promedio, pues es la mayoría.","Considero que debería escoger el algoritmo W pues, si nos ponemos en el peor de los casos, si no hay precisión de la enfermedad, el paciente podria no saber que tiene la enfermedad y morir, lo cual considero que es lo mas importante, vivir.","Se debería escoger el algoritmo X, pues el algoritmo daria respuestas certeras respecto a la deteccion de la enfermedad, logrando asi mayor precision para la mayoría incluyendo a parte de la población de riesgo, que en este caso serian los adultos mayores, sin embargo los migrantes quedarían fuera al haber mayor error no quiere decir que todo sea error, por lo tanto igual por una parte la poblacion migrante se podría ser diagnosticada correctamente, pero lo importante es diagnosticar a la mayoría.","Se debería escoger una mediación entre ambos algoritmos pues se considera que no esta absorto de errores el algoritmo W, sin embargo el que tenga mayor exactitud es de gran ayuda en el caso de que por pueda saber a tiempo, mientras que el algoritmo Z puede ser eficaz a largo plazo, pues tiene rango de mejora y puede ayudar a encontrar un mejor tratamiento.","Se debería escoger el algoritmo X pues considero que al optar por este hay un menor error al detectar la enfermedad promedio, lo cual es considerablemente importante pues en el caso de los adultos mayores que son la población de riesgo, es importante detectar si la tienen o no pues podrían morir, mientras que si bien esta el caso de mayor error para la población migrante, es mas importante detectarlo mas precision para la población promedio, pues es la mayoría.","Considero que se deberia elegir un mediador entre ambos algoritmos, pues el algoritmo Z es mas eficaz a largo plazo, pero considero que es más importante escoger el algoritmo W pues es mas importa ver si , para asi poder encontrar algun tratamiento a tiempo.",2024,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Se prefiere tener un subconjunto de población con una tasa de error mayor, a qué la mayoría de gente. Ya que nos enfocamos en buscar una solución para el grupo específico el cual tiene tasa de error más elevada. Mientras que las demás muestras serán mas precisas, por tanto no tendríamos tanta población de riesgo y se reduce la cantidad de preocupaciones respecto a los demás. Junto con que el grupo afectado no necesariamente será el migrante.","En un principio habría más tasa de mortalidad. Pero a medida que el algoritmo se vaya puliendo, este mismo será mucho más preciso al corto plazo que los demás. Al ofrecer una mayor explicación que los otros. De manera que solo causará problemas al inicio, pero pasada está etapa sera mejor que cualquier otro y más preciso.","si consideramos la población y a la poblacion de riesgo, abordamos mayor exactitud y mayor personas detectadas con la enfermedad. Además tenemos una población más chica de estudio y no directamente hacia la falta de precisión. Junto con que los migrantes será un grupo menor y por lo tanto tenemos una población a la cual dirigir parte de la mejora del algoritmo","Si fuera un punto medio, dónde el algoritmo no es tan preciso ni tan explicativo, sería ideal. Ya que tendría una tasa de mejora considerable y a su vez sería capaz de prevenir posibles pacientes enfermos. Considerando una opción Intermedia entre ambos extremos",Nos concentramos en un solo grupo de riesgo que son los migrantes. Y otro grupo que es el poblacional. De manera que tenemos de estudio a solo una población especifica y no necesariamente tenemos que evaluar a todos en un mismo grupo riesgo.,"Un punto intermedio entre ambos algoritmos, ofrece una tasa no tan errónea como lo es la del Z, pero si ofrece una evolución similar. De igual manera ambos se complementan teniendo un especie de equilibrio, teniendo una buena tasa de precisión y además la capacidad de evolucionar en el tiempo que se aplica el algoritmo deseado.",2024,2
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Considerando el propósito del proyecto del proyecto para detectar pacientes con tuberculosis obviamente en un aspecto ético es mas sensato saber la exactitud de la enfermedad que explicarlo, ya que lo tomamos en un aspecto de efectividad","De una forma etica, se puede concluir que lo unico importante es la eficacia del algoritmo ya que hablamos de un tema de la salud entre dos poblaciones diferentes, PERO con una indice de personas diferentes. Habria que priorizar si o si a la cantidad de población mayor si solo nos entregan la informacion de poblaciones diferentes","Habría que priorizar la eficacia de este por encima de la explicabilidad hablándolo de una manera ética ya que, intentamos salvar la mayor cantidad de personas posibles por encima de la explicación, esto debido a que una vida vale mas eticamente que un porque.","De una forma etica, se puede concluir que lo unico importante es la eficacia del algoritmo ya que hablamos de un tema de la salud entre dos poblaciones diferentes, PERO con una indice de personas diferentes. Habria que priorizar si o si a la cantidad de población mayor si solo nos entregan la informacion de poblaciones diferentes","Habría que priorizar la eficacia de este por encima de la explicabilidad hablándolo de una manera ética ya que, intentamos salvar la mayor cantidad de personas posibles por encima de la explicación, esto debido a que una vida vale mas eticamente que un porque.",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Considerando el propósito del proyecto del proyecto para detectar pacientes con tuberculosis obviamente en un aspecto ético es mas sensato saber la exactitud de la enfermedad que explicarlo, ya que lo tomamos en un aspecto de efectividad","De una forma etica, se puede concluir que lo unico importante es la eficacia del algoritmo ya que hablamos de un tema de la salud entre dos poblaciones diferentes, PERO con una indice de personas diferentes. Habria que priorizar si o si a la cantidad de población mayor si solo nos entregan la informacion de poblaciones diferentes","Habría que priorizar la eficacia de este por encima de la explicabilidad hablándolo de una manera ética ya que, intentamos salvar la mayor cantidad de personas posibles por encima de la explicación, esto debido a que una vida vale mas eticamente que un porque.","De una forma etica, se puede concluir que lo unico importante es la eficacia del algoritmo ya que hablamos de un tema de la salud entre dos poblaciones diferentes, PERO con una indice de personas diferentes. Habria que priorizar si o si a la cantidad de población mayor si solo nos entregan la informacion de poblaciones diferentes","Habría que priorizar la eficacia de este por encima de la explicabilidad hablándolo de una manera ética ya que, intentamos salvar la mayor cantidad de personas posibles por encima de la explicación, esto debido a que una vida vale mas eticamente que un porque.",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,0.0,"Si bien una explicacion menos acertada puede ocasionar problemas en aspectos de la vida de las personas, estas personas podran tratar su tuberculosis. por lo que el salvar la vida de una persona es mas importante que saber el por qué tiene la enfermedad","se llego a la conclusion unanime de que deberia ser el menor error posible para salvar la mayor cantidad de vidas y asi mismo, se reduciria el uso de recursos economicos y temporales dentro de la salud en adultos mayores","Una explicacion vaga o menos exacta de las razones de la enfermedad es menos importsnte que la exactitud de deteccion, ya que si bien puede agectar en la vida de la persona, afectara en la VIDA de la persona, mas esta no morirá a causa de la enfermedad","Se deberia priorizar el minimo eror detectando la enfermedad ya que esto permite salvar la vida de mas adultos mayores, aun teniendo un error mator en la poblacion migrante, pues la prioridad son las personas que han nacido y vivido en chile toda su vida","una mayor exactitud ayuda a salvar mas vidas. si tenemos en cuenta la pocs explicabilidad es algo inevtiable que pueda afectar en la vida de una persona el saber o no las razones del padecimiento, sin embargo, esto afecta en la vida de la persona en lugar de permitir que la enfermedad se la arrebate por completo",2023,3
